GMT,Net_pwr_Falcon,Net_pwr_Apollo,Net_pwr_bt3,Net_pwr_bt4,net_pwr_bt5
11/13/19 10:40 PM,443.8757233,462.8810409,537.6960795,605.3685234,607.8551976
11/13/19 10:50 PM,0,7.737041259,61.25551712,131.6542184,163.8807575
11/13/19 11:00 PM,0,33.36433324,110.4723533,147.1577484,157.022974
11/13/19 11:10 PM,1047.458906,1114.841848,1129.614704,1217.430352,1282.582104
11/13/19 11:20 PM,4581.388429,4592.655869,4645.15278,4703.681396,4777.504861
11/13/19 11:30 PM,10103.21648,10164.26788,10215.82604,10276.83342,10284.03178
11/13/19 11:40 PM,12142.86543,12240.60769,12322.26397,12325.35277,12330.71412
11/13/19 11:50 PM,12522.70074,12585.61812,12586.73406,12667.06052,12739.57287
11/14/19 12:00 AM,26405.87411,26456.05812,26507.39694,26525.73494,26532.5409
11/14/19 12:10 AM,34021.31309,34051.86092,34138.81516,34140.29093,34202.60368
11/14/19 12:20 AM,41344.70077,41417.2195,41459.10677,41459.17576,41553.14072
11/14/19 12:30 AM,53360.57066,53365.91369,53399.08554,53460.47083,53527.03706
11/14/19 12:40 AM,68802.25024,68842.84668,68909.96814,68941.99689,69018.29622
11/14/19 12:50 AM,84924.60941,85011.12659,85036.2912,85070.13945,85083.68402
11/14/19 1:00 AM,105252.9508,105300.1853,105331.4451,105427.4262,105473.1801
11/14/19 1:10 AM,129858.2909,129912.0726,129940.6335,129995.0324,130071.454
11/14/19 1:20 AM,163740.8555,163801.9984,163855.3605,163862.9583,163863.5216
11/14/19 1:30 AM,194149.5321,194208.2889,194245.4755,194291.7658,194292.1707
11/14/19 1:40 AM,194149.5321,194226.7962,194238.8644,194249.3971,194320.4162
11/14/19 1:50 AM,194149.5321,194171.0989,194255.3231,194317.6875,194364.0243
11/14/19 2:00 AM,194149.5321,194152.2946,194162.3802,194179.9164,194214.3243
11/14/19 2:10 AM,194149.5321,194162.3866,194166.8946,194204.0637,194261.1157
11/14/19 2:20 AM,194149.5321,194241.018,194338.1292,194404.2093,194422.8017
11/14/19 2:30 AM,194149.5321,194150.1519,194247.9223,194306.6373,194325.8128
11/14/19 2:40 AM,194149.5321,194216.3674,194218.4032,194245.1044,194256.5986
11/14/19 2:50 AM,194149.5321,194169.6662,194208.7203,194295.546,194317.5198
11/14/19 3:00 AM,194149.5321,194170.3115,194210.9196,194271.4341,194318.0197
11/14/19 3:10 AM,194149.5321,194233.9991,194239.9583,194261.565,194311.7415
11/14/19 3:20 AM,194149.5321,194197.6372,194228.4455,194308.2754,194332.0876
11/14/19 3:30 AM,194149.5321,194199.0159,194262.8661,194272.1928,194340.2542
11/14/19 3:40 AM,194149.5321,194224.8699,194238.5781,194323.4262,194399.3156
11/14/19 3:50 AM,159379.8896,159465.0436,159539.8145,159580.1519,159639.8182
11/14/19 4:00 AM,123205.5022,123217.5537,123308.1118,123398.7831,123400.4714
11/14/19 4:10 AM,97030.64256,97097.18064,97147.65404,97196.94354,97247.94154
11/14/19 4:20 AM,76526.00062,76570.35345,76664.85031,76715.00923,76727.36812
11/14/19 4:30 AM,55648.42217,55746.8137,55803.81868,55805.21532,55814.73432
11/14/19 4:40 AM,37811.6337,37900.42752,37946.08997,37955.19092,38038.53813
11/14/19 4:50 AM,22679.22015,22683.60531,22733.54924,22794.47529,22860.15784
11/14/19 5:00 AM,10437.34113,10476.59857,10489.40038,10578.44559,10625.24489
11/14/19 5:10 AM,1957.585854,1959.723791,1991.154483,2012.765129,2086.879264
11/14/19 5:20 AM,0,36.15971008,74.21751802,102.7786106,119.3564698
11/14/19 5:30 AM,2670.845573,2686.268159,2756.252252,2788.560181,2813.124826
11/14/19 5:40 AM,18544.29855,18545.3975,18596.04814,18634.01356,18721.75258
11/14/19 5:50 AM,38831.10542,38842.05322,38868.31513,38928.80359,38954.02253
11/14/19 6:00 AM,60257.34475,60352.27178,60410.31002,60465.06738,60557.48438
11/14/19 6:10 AM,80247.56857,80293.5249,80386.65977,80423.92674,80448.44742
11/14/19 6:20 AM,140725.817,140744.356,140770.3856,140785.3185,140792.3664
11/14/19 6:30 AM,157516.07,157566.7903,157611.0486,157672.3866,157725.5087
11/14/19 6:40 AM,104221.7127,104246.7652,104276.0699,104326.5984,104352.151
11/14/19 6:50 AM,66759.06315,66783.04398,66790.61785,66799.19712,66843.68212
11/14/19 7:00 AM,53173.13719,53245.61657,53300.25162,53334.20354,53356.61313
11/14/19 7:10 AM,67887.61474,67979.49294,68007.6203,68049.6373,68112.79271
11/14/19 7:20 AM,90936.16848,90995.90839,91091.14614,91149.80561,91195.08712
11/14/19 7:30 AM,113901.3287,113964.1499,114010.5946,114048.4927,114121.9133
11/14/19 7:40 AM,117864.7307,117912.1446,117961.0162,117967.951,118015.3638
11/14/19 7:50 AM,112333.6981,112427.5685,112487.4517,112532.2161,112595.3982
11/14/19 8:00 AM,105151.946,105222.116,105317.8469,105405.4117,105467.867
11/14/19 8:10 AM,97751.00057,97756.69582,97855.74576,97934.59802,98011.91431
11/14/19 8:20 AM,89469.90007,89493.99314,89509.28838,89538.2149,89604.62246
11/14/19 8:30 AM,80663.74209,80687.10312,80709.48155,80736.67641,80755.83922
11/14/19 8:40 AM,71776.91874,71875.51869,71937.38647,71950.15119,72001.85832
11/14/19 8:50 AM,63098.32088,63141.00989,63189.49693,63239.70122,63301.35996
11/14/19 9:00 AM,55672.36589,55715.94244,55749.20716,55807.16459,55841.68634
11/14/19 9:10 AM,48011.30413,48036.61264,48054.3957,48060.0919,48157.81273
11/14/19 9:20 AM,39793.99944,39862.11649,39873.15809,39886.50789,39891.3369
11/14/19 9:30 AM,31686.09769,31691.20536,31787.51881,31831.38601,31859.83857
11/14/19 9:40 AM,23737.53736,23815.45681,23906.9076,23943.23902,23955.1642
11/14/19 9:50 AM,16978.19235,17031.43863,17038.66554,17051.12555,17065.56332
11/14/19 10:00 AM,12465.5727,12498.08202,12583.97505,12622.88216,12720.96341
11/14/19 10:10 AM,8781.889203,8870.811476,8912.73649,8939.017162,9016.008374
11/14/19 10:20 AM,5881.613441,5970.943998,6018.042265,6058.906223,6155.89635
11/14/19 10:30 AM,3620.73688,3687.998125,3708.704881,3737.687912,3768.75142
11/14/19 10:40 AM,2171.312853,2219.882818,2306.68625,2330.140751,2420.789098
11/14/19 10:50 AM,745.0607454,816.4683547,842.7178682,934.8452569,981.0295271
11/14/19 11:00 AM,17.85026475,29.29735042,78.19173467,144.5801124,211.355676
11/14/19 11:10 AM,0,33.4636722,109.1090848,195.9655978,274.2565786
11/14/19 11:20 AM,0,38.22013754,58.68260349,145.2326014,208.6793551
11/14/19 11:30 AM,691.6031114,788.3662899,867.8611454,874.0551042,955.381791
11/14/19 11:40 AM,4581.336283,4614.343614,4633.163702,4658.384058,4746.160961
11/14/19 11:50 AM,11560.56217,11564.93165,11597.5114,11645.68715,11654.27021
11/14/19 12:00 PM,15938.39964,16025.46134,16107.31127,16170.4639,16266.5554
11/14/19 12:10 PM,17406.51528,17424.15139,17492.30734,17532.24601,17608.98759
11/14/19 12:20 PM,29258.63836,29261.75464,29352.94189,29353.96043,29413.59606
11/14/19 12:30 PM,35823.05544,35875.57301,35902.20244,35912.70583,35961.83789
11/14/19 12:40 PM,45074.04181,45089.29173,45165.67757,45213.40363,45267.27537
11/14/19 12:50 PM,59631.01747,59727.61618,59774.12309,59812.88745,59824.41744
11/14/19 1:00 PM,75492.30221,75542.0006,75558.1152,75600.93305,75699.55138
11/14/19 1:10 PM,94389.67692,94483.86745,94573.52527,94627.29205,94659.95143
11/14/19 1:20 PM,118110.5765,118178.5576,118216.1725,118257.0091,118313.2966
11/14/19 1:30 PM,147819.0427,147829.2859,147895.8568,147903.3425,147980.4649
11/14/19 1:40 PM,194149.5321,194189.2801,194284.9458,194285.3831,194333.4654
11/14/19 1:50 PM,194149.5321,194154.1437,194220.7766,194232.7643,194270.3738
11/14/19 2:00 PM,194149.5321,194234.9799,194266.8246,194281.2371,194296.5094
11/14/19 2:10 PM,194149.5321,194151.4396,194242.8603,194256.8948,194261.2621
11/14/19 2:20 PM,194149.5321,194185.876,194273.9569,194297.9019,194356.3294
11/14/19 2:30 PM,194149.5321,194195.1509,194256.2341,194339.4819,194407.2084
11/14/19 2:40 PM,194149.5321,194183.9357,194265.2975,194328.5196,194392.7275
11/14/19 2:50 PM,194149.5321,194217.596,194220.3746,194277.7145,194359.8084
11/14/19 3:00 PM,194149.5321,194233.9046,194237.7235,194261.4121,194285.5918
11/14/19 3:10 PM,194149.5321,194205.4972,194208.9533,194264.5038,194283.7874
11/14/19 3:20 PM,194149.5321,194198.9942,194208.4994,194223.4098,194256.1856
11/14/19 3:30 PM,194149.5321,194207.1636,194279.4218,194298.0971,194315.334
11/14/19 3:40 PM,194149.5321,194215.4363,194289.0751,194319.4862,194351.6386
11/14/19 3:50 PM,194149.5321,194195.9863,194242.1078,194264.7358,194345.649
11/14/19 4:00 PM,194149.5321,194238.3754,194294.8683,194393.474,194449.6684
11/14/19 4:10 PM,158825.7811,158909.0218,158924.3659,159021.8598,159042.9557
11/14/19 4:20 PM,134237.8909,134322.8141,134402.3335,134415.2627,134449.2598
11/14/19 4:30 PM,110219.7592,110277.7117,110297.5309,110387.3631,110391.8022
11/14/19 4:40 PM,83262.8433,83317.3908,83388.72436,83440.31457,83495.61874
11/14/19 4:50 PM,60211.43258,60251.27313,60276.11866,60305.99771,60390.60253
11/14/19 5:00 PM,41629.82561,41703.29302,41791.51024,41846.37419,41867.7028
11/14/19 5:10 PM,25114.18401,25189.91333,25267.41454,25346.01733,25418.55991
11/14/19 5:20 PM,10877.93059,10948.24057,11000.07544,11020.33265,11027.63454
11/14/19 5:30 PM,1739.029604,1829.433986,1886.272941,1905.230766,1977.610124
11/14/19 5:40 PM,0,28.72851299,100.6516364,164.7834769,179.36973
11/14/19 5:50 PM,7100.390109,7150.46826,7200.592625,7253.243856,7349.712143
11/14/19 6:00 PM,26834.61645,26843.88983,26881.66771,26907.79752,26969.49054
11/14/19 6:10 PM,32423.55487,32518.88874,32521.56084,32619.0177,32705.19128
11/14/19 6:20 PM,49210.27571,49301.97462,49341.18331,49382.09397,49386.3172
11/14/19 6:30 PM,102345.343,102360.5621,102430.8963,102510.221,102562.5802
11/14/19 6:40 PM,85830.20384,85920.66111,85944.56527,85966.13058,86044.26922
11/14/19 6:50 PM,69336.24709,69353.86137,69355.24266,69430.8751,69487.19175
11/14/19 7:00 PM,76601.35572,76681.72458,76773.98685,76834.30558,76899.68382
11/14/19 7:10 PM,120045.8002,120117.2198,120131.7025,120187.8111,120222.082
11/14/19 7:20 PM,145316.3804,145416.1881,145451.5435,145461.8975,145510.4727
11/14/19 7:30 PM,116205.4509,116264.1036,116321.2925,116419.6667,116498.515
11/14/19 7:40 PM,111190.019,111235.8821,111242.011,111322.0081,111349.2863
11/14/19 7:50 PM,116504.6454,116537.5296,116635.8991,116687.3484,116694.538
11/14/19 8:00 PM,125059.568,125070.4552,125127.8487,125218.6121,125221.9588
11/14/19 8:10 PM,125553.0017,125640.2484,125731.8679,125806.0937,125859.9963
11/14/19 8:20 PM,121081.0527,121158.9275,121231.1985,121291.8013,121348.5384
11/14/19 8:30 PM,112304.9532,112344.0009,112383.3973,112478.6386,112509.4623
11/14/19 8:40 PM,101643.8724,101652.6951,101701.0392,101729.9634,101780.5438
11/14/19 8:50 PM,93087.07846,93114.44723,93203.20655,93270.35943,93311.75418
11/14/19 9:00 PM,83488.14924,83523.76453,83586.09577,83588.13611,83631.95124
11/14/19 9:10 PM,74336.17457,74357.37062,74400.65724,74446.13871,74465.41874
11/14/19 9:20 PM,63192.08479,63283.72162,63367.68253,63441.84275,63518.47809
11/14/19 9:30 PM,52679.22578,52750.81128,52849.63125,52913.16492,53012.82763
11/14/19 9:40 PM,44863.86694,44963.75625,44970.86868,45018.13358,45106.05715
11/14/19 9:50 PM,34935.54662,34955.66039,35001.14778,35027.78708,35086.83646
11/14/19 10:00 PM,28105.03266,28183.85952,28266.47779,28274.63497,28294.60301
11/14/19 10:10 PM,21328.95831,21402.92294,21442.2168,21537.48251,21630.63357
11/14/19 10:20 PM,16452.05403,16526.50573,16578.21277,16619.39716,16638.76857
11/14/19 10:30 PM,11862.41125,11921.39183,12000.00157,12018.45485,12094.03364
11/14/19 10:40 PM,8518.897791,8591.310571,8596.356483,8633.29388,8704.614296
11/14/19 10:50 PM,5774.822261,5802.605506,5848.393496,5869.895841,5965.938584
11/14/19 11:00 PM,3775.976303,3853.074504,3926.079581,3948.253387,4000.555995
11/14/19 11:10 PM,2214.466555,2214.912859,2221.1914,2316.370708,2386.114904
11/14/19 11:20 PM,845.2320622,894.0982108,981.4190881,991.55804,1021.616307
11/14/19 11:30 PM,97.36972265,125.7834468,197.6803998,218.4944599,276.4726393
11/14/19 11:40 PM,0,18.63921951,79.19410933,90.53175291,116.2770788
11/14/19 11:50 PM,1113.453158,1157.559199,1169.433865,1204.904507,1286.041178
11/15/19 12:00 AM,4410.548518,4424.244127,4478.047256,4545.032567,4574.211552
11/15/19 12:10 AM,7679.033697,7749.466569,7779.087684,7858.388033,7908.430526
11/15/19 12:20 AM,9072.356733,9129.424733,9217.615604,9221.498667,9226.230048
11/15/19 12:30 AM,11568.18357,11631.54029,11651.02157,11655.53634,11657.77165
11/15/19 12:40 AM,26502.49121,26530.97599,26555.07792,26566.66479,26598.35373
11/15/19 12:50 AM,35447.29314,35531.88936,35618.26664,35717.30663,35727.62902
11/15/19 1:00 AM,44277.2774,44283.37795,44350.15458,44402.82104,44453.156
11/15/19 1:10 AM,56891.21109,56925.24652,56970.0701,56970.69851,56991.06438
11/15/19 1:20 AM,73097.38529,73150.28844,73188.36616,73193.59648,73202.92147
11/15/19 1:30 AM,89685.12476,89745.03157,89780.19361,89794.18016,89886.59469
11/15/19 1:40 AM,111089.1712,111117.7901,111145.6206,111234.7441,111293.3365
11/15/19 1:50 AM,137830.0469,137895.5181,137995.2274,138008.8695,138101.147
11/15/19 2:00 AM,173742.1084,173750.9081,173822.1255,173831.5896,173880.0178
11/15/19 2:10 AM,194149.5321,194151.7516,194153.8681,194247.2848,194247.706
11/15/19 2:20 AM,194149.5321,194204.4073,194265.2957,194290.0735,194348.8364
11/15/19 2:30 AM,194149.5321,194168.988,194251.7574,194282.4473,194284.4755
11/15/19 2:40 AM,194149.5321,194200.0356,194262.6826,194297.4652,194310.9173
11/15/19 2:50 AM,194149.5321,194234.8889,194252.1411,194306.8631,194316.848
11/15/19 3:00 AM,194149.5321,194233.3891,194235.3124,194260.988,194285.5843
11/15/19 3:10 AM,194149.5321,194178.3871,194255.0405,194291.4506,194369.0743
11/15/19 3:20 AM,194149.5321,194198.028,194198.5352,194229.0781,194307.027
11/15/19 3:30 AM,194149.5321,194197.3692,194282.1629,194353.8428,194422.6121
11/15/19 3:40 AM,194149.5321,194230.9026,194307.99,194379.4437,194439.5166
11/15/19 3:50 AM,194149.5321,194161.7677,194216.2019,194223.3206,194237.2794
11/15/19 4:00 AM,194149.5321,194196.1217,194214.5861,194286.6392,194379.3893
11/15/19 4:10 AM,194149.5321,194171.8792,194231.9248,194308.7485,194376.7656
11/15/19 4:20 AM,194149.5321,194161.0765,194260.4196,194263.3,194354.7429
11/15/19 4:30 AM,169029.7518,169118.0333,169127.7062,169216.2342,169296.3298
11/15/19 4:40 AM,147276.2527,147281.4046,147348.5676,147361.4533,147372.0475
11/15/19 4:50 AM,120312.0242,120402.0836,120493.233,120538.3369,120596.0736
11/15/19 5:00 AM,91885.8731,91972.18704,92060.90679,92107.56548,92140.04494
11/15/19 5:10 AM,67714.58804,67744.50125,67827.12569,67846.12491,67876.75163
11/15/19 5:20 AM,47408.22441,47426.2776,47471.06545,47540.77069,47639.12985
11/15/19 5:30 AM,29146.9659,29222.50502,29249.69112,29348.60649,29408.06012
11/15/19 5:40 AM,13907.40262,13934.29385,13949.80397,14008.51605,14068.0981
11/15/19 5:50 AM,3576.119994,3629.723146,3712.971619,3760.025506,3835.771219
11/15/19 6:00 AM,0,35.81144675,92.96523674,145.8472068,225.9273055
11/15/19 6:10 AM,154.693612,224.944591,280.7629598,351.7424045,367.6438829
11/15/19 6:20 AM,9279.048997,9332.167264,9359.423171,9428.103238,9451.321343
11/15/19 6:30 AM,33761.90685,33807.57858,33820.35445,33837.16878,33918.41809
11/15/19 6:40 AM,87263.22698,87327.0198,87376.82338,87389.95453,87470.53276
11/15/19 6:50 AM,93760.0987,93805.22412,93880.32565,93919.57851,93987.63675
11/15/19 7:00 AM,109543.8041,109555.5271,109601.4748,109635.8884,109716.1754
11/15/19 7:10 AM,96336.13006,96379.78162,96466.01161,96542.24128,96545.43268
11/15/19 7:20 AM,79417.80307,79509.08182,79557.86969,79578.89589,79623.99129
11/15/19 7:30 AM,65630.97264,65649.88241,65667.5838,65698.50734,65729.0397
11/15/19 7:40 AM,65376.90932,65449.56952,65500.30791,65584.26153,65672.59784
11/15/19 7:50 AM,86694.13797,86788.8786,86887.78004,86908.71409,86958.74126
11/15/19 8:00 AM,116768.2472,116861.4071,116877.1316,116947.8935,117011.1031
11/15/19 8:10 AM,127084.0064,127128.3291,127137.2829,127230.4372,127250.1422
11/15/19 8:20 AM,124699.5445,124719.6228,124723.5875,124775.0628,124872.0602
11/15/19 8:30 AM,115748.524,115765.834,115773.263,115842.5765,115893.2671
11/15/19 8:40 AM,110347.9828,110440.1424,110463.798,110467.1401,110542.1984
11/15/19 8:50 AM,102280.2422,102366.468,102465.6448,102485.0998,102503.4079
11/15/19 9:00 AM,93326.25057,93339.01163,93374.22075,93404.00779,93460.39919
11/15/19 9:10 AM,85435.79047,85520.61976,85559.72103,85618.6514,85652.5649
11/15/19 9:20 AM,76350.19961,76424.00522,76432.09252,76447.93194,76459.93561
11/15/19 9:30 AM,67806.43782,67877.71015,67914.62017,68008.90466,68069.28735
11/15/19 9:40 AM,57513.8924,57545.40441,57599.47599,57678.55334,57689.27179
11/15/19 9:50 AM,48434.82015,48445.32468,48497.26126,48582.99835,48591.95239
11/15/19 10:00 AM,40557.79127,40565.52852,40596.18115,40672.78487,40739.04087
11/15/19 10:10 AM,32368.2675,32434.98699,32503.70887,32528.73292,32550.67251
11/15/19 10:20 AM,25672.16533,25716.84283,25809.13092,25822.72094,25882.78214
11/15/19 10:30 AM,19442.30017,19507.1793,19556.08907,19635.32469,19669.93151
11/15/19 10:40 AM,14282.73953,14307.94821,14324.52656,14360.17655,14439.78313
11/15/19 10:50 AM,10329.39666,10360.37067,10377.06073,10383.91687,10388.26026
11/15/19 11:00 AM,6941.249633,6966.257036,7011.779151,7066.233086,7155.350386
11/15/19 11:10 AM,4384.64963,4410.393463,4448.939961,4512.635824,4567.835206
11/15/19 11:20 AM,1367.271473,1454.440445,1518.90449,1616.099932,1711.972377
11/15/19 11:30 AM,315.4284022,403.3322611,464.0492164,514.7447734,584.8372215
11/15/19 11:40 AM,0,18.28825544,46.90883996,131.3992357,136.3725608
11/15/19 11:50 AM,0,95.34492186,122.8425334,193.785621,248.6086801
11/15/19 12:00 PM,1665.913528,1727.656217,1825.989695,1846.890421,1885.071011
11/15/19 12:10 PM,4212.688693,4225.828487,4277.812999,4366.279362,4396.176899
11/15/19 12:20 PM,7421.565401,7481.632351,7535.272759,7550.35792,7640.005523
11/15/19 12:30 PM,14112.06403,14152.40945,14241.07686,14274.33116,14329.80604
11/15/19 12:40 PM,16241.46221,16260.27756,16351.97898,16370.87353,16412.83228
11/15/19 12:50 PM,22264.73008,22278.15876,22278.18678,22371.55357,22440.81275
11/15/19 1:00 PM,31575.85912,31610.29079,31625.87058,31720.24742,31772.84874
11/15/19 1:10 PM,38249.37518,38299.92522,38303.30391,38387.7504,38442.6335
11/15/19 1:20 PM,46758.16012,46769.11096,46769.38363,46844.66615,46879.12839
11/15/19 1:30 PM,59913.7363,59989.0525,60014.06596,60100.96482,60171.48367
11/15/19 1:40 PM,76940.94751,76961.61727,77015.30826,77029.95337,77080.37477
11/15/19 1:50 PM,95576.38319,95614.27741,95707.98688,95805.23908,95859.87213
11/15/19 2:00 PM,119690.883,119700.2791,119768.0994,119809.9519,119825.3711
11/15/19 2:10 PM,150643.4207,150680.2404,150745.0389,150819.9068,150847.199
11/15/19 2:20 PM,194149.5321,194219.2074,194302.075,194389.5397,194454.6558
11/15/19 2:30 PM,194149.5321,194205.5613,194214.0922,194268.5372,194359.052
11/15/19 2:40 PM,194149.5321,194153.1183,194167.3788,194225.0091,194294.7793
11/15/19 2:50 PM,194149.5321,194158.5682,194252.725,194333.2256,194375.9133
11/15/19 3:00 PM,194149.5321,194215.951,194225.582,194279.4939,194325.942
11/15/19 3:10 PM,194149.5321,194173.3471,194234.3374,194263.1105,194300.1289
11/15/19 3:20 PM,194149.5321,194186.1318,194273.5717,194342.1154,194391.9754
11/15/19 3:30 PM,194149.5321,194198.0463,194202.1295,194212.9152,194232.1348
11/15/19 3:40 PM,194149.5321,194174.5195,194195.4966,194224.4048,194304.6706
11/15/19 3:50 PM,194149.5321,194172.0782,194222.48,194289.8676,194297.0473
11/15/19 4:00 PM,194149.5321,194188.567,194211.5501,194247.636,194296.1918
11/15/19 4:10 PM,194149.5321,194209.2023,194257.8446,194273.9855,194348.6892
11/15/19 4:20 PM,194149.5321,194219.5236,194249.1881,194287.8192,194379.7516
11/15/19 4:30 PM,194149.5321,194247.843,194336.362,194381.6689,194451.6732
11/15/19 4:40 PM,194149.5321,194241.4969,194264.1751,194280.379,194304.3499
11/15/19 4:50 PM,194149.5321,194198.1992,194212.0488,194264.2721,194321.0801
11/15/19 5:00 PM,163403.8463,163454.9527,163547.2301,163628.8017,163631.0168
11/15/19 5:10 PM,135698.6799,135704.59,135791.004,135803.6882,135815.7569
11/15/19 5:20 PM,105242.6506,105301.4429,105339.9478,105399.2262,105412.7806
11/15/19 5:30 PM,75862.73874,75953.72745,76027.8765,76117.82846,76135.37969
11/15/19 5:40 PM,46552.95982,46576.48864,46640.92026,46708.11839,46781.52567
11/15/19 5:50 PM,25155.73105,25185.17861,25276.38422,25372.69571,25402.46412
11/15/19 6:00 PM,10848.89809,10894.29733,10957.68063,10960.48906,11046.80407
11/15/19 6:10 PM,2264.776891,2287.188446,2347.951139,2403.896222,2493.699752
11/15/19 6:20 PM,0,91.60864319,108.7886527,201.6705604,215.6380924
11/15/19 6:30 PM,0,13.4813674,33.5002937,117.7230977,178.848461
11/15/19 6:40 PM,9661.66967,9679.279496,9775.26548,9798.25207,9841.814163
11/15/19 6:50 PM,12674.9115,12760.69666,12826.93925,12875.47628,12885.40611
11/15/19 7:00 PM,25826.26983,25837.78746,25897.20808,25962.6239,25999.5858
11/15/19 7:10 PM,59631.11771,59703.16856,59714.21554,59766.25338,59829.64374
11/15/19 7:20 PM,109339.6085,109402.3979,109466.4194,109495.9481,109504.2895
11/15/19 7:30 PM,117375.8465,117414.595,117427.4422,117520.7027,117563.011
11/15/19 7:40 PM,92839.30635,92889.6222,92944.26904,92981.09808,93070.06555
11/15/19 7:50 PM,83796.93764,83870.77603,83885.3215,83961.29139,84057.30522
11/15/19 8:00 PM,76045.88242,76077.9542,76096.43907,76163.7125,76262.43243
11/15/19 8:10 PM,93193.3016,93280.41835,93351.20437,93385.82499,93395.02653
11/15/19 8:20 PM,117871.5046,117894.7907,117929.7897,117957.9417,118019.9837
11/15/19 8:30 PM,134608.0953,134612.1868,134654.3029,134674.5602,134710.9377
11/15/19 8:40 PM,137401.0737,137458.1813,137514.4009,137570.9361,137661.6645
11/15/19 8:50 PM,133773.5524,133814.2835,133912.7092,133993.9193,134084.4463
11/15/19 9:00 PM,126174.6675,126271.9685,126308.6841,126347.7733,126364.3039
11/15/19 9:10 PM,117946.013,117987.9544,118014.4522,118025.0636,118073.4719
11/15/19 9:20 PM,108033.9622,108083.6085,108149.537,108195.9099,108200.4748
11/15/19 9:30 PM,97597.0186,97681.89788,97705.04501,97786.60616,97851.85677
11/15/19 9:40 PM,86881.92914,86896.02464,86923.79393,86924.1917,86966.17827
11/15/19 9:50 PM,77369.34997,77389.7947,77394.35688,77408.1686,77506.72202
11/15/19 10:00 PM,65432.23522,65448.35822,65491.8491,65572.25054,65600.06011
11/15/19 10:10 PM,55413.23008,55469.47776,55568.49201,55596.52874,55692.30583
11/15/19 10:20 PM,46239.05883,46252.8332,46278.44445,46326.00464,46415.42831
11/15/19 10:30 PM,37723.06557,37798.79299,37855.40012,37942.76476,37948.88151
11/15/19 10:40 PM,29404.17299,29462.89322,29506.45821,29512.62509,29577.176
11/15/19 10:50 PM,23201.97878,23264.32804,23310.42253,23314.48507,23369.35788
11/15/19 11:00 PM,17692.7274,17786.71175,17835.72786,17837.46689,17893.56858
11/15/19 11:10 PM,12931.68226,13011.23448,13107.10304,13178.27523,13265.08623
11/15/19 11:20 PM,9031.86706,9107.643134,9127.397176,9144.585967,9161.910598
11/15/19 11:30 PM,5779.947717,5780.241039,5821.552156,5862.661456,5889.724314
11/15/19 11:40 PM,2583.364337,2648.899049,2739.029531,2760.161288,2762.995601
11/15/19 11:50 PM,1100.644763,1151.935233,1193.690423,1198.89767,1233.049055
11/16/19 12:00 AM,39.34653069,76.27743371,108.4471302,114.4014053,166.6121905
11/16/19 12:10 AM,0,68.92408674,168.1128952,218.517787,244.9757002
11/16/19 12:20 AM,560.7598908,602.3216112,648.5116591,674.4841724,749.1619967
11/16/19 12:30 AM,3368.045015,3454.638262,3500.301343,3565.981204,3644.344053
11/16/19 12:40 AM,7736.403668,7741.223354,7817.360513,7864.6799,7875.497481
11/16/19 12:50 AM,13200.78233,13266.89941,13284.6751,13330.61615,13343.91061
11/16/19 1:00 AM,16395.59401,16473.72131,16526.96713,16617.55042,16633.3702
11/16/19 1:10 AM,16447.22404,16475.2234,16513.85939,16520.41767,16522.29215
11/16/19 1:20 AM,29207.15328,29217.75699,29270.18181,29288.42749,29336.60899
11/16/19 1:30 AM,38815.70598,38874.8209,38905.65741,38928.50474,39009.88722
11/16/19 1:40 AM,47416.9919,47422.15776,47516.15867,47604.944,47690.35949
11/16/19 1:50 AM,55382.88138,55460.41261,55540.45438,55631.80131,55699.85711
11/16/19 2:00 AM,69977.65181,70075.01149,70131.36972,70204.52937,70217.70074
11/16/19 2:10 AM,87361.75405,87418.87206,87432.82877,87493.85793,87580.7876
11/16/19 2:20 AM,108456.2641,108508.917,108573.2698,108615.5723,108693.3734
11/16/19 2:30 AM,134205.6501,134261.5752,134287.9754,134382.8837,134386.6538
11/16/19 2:40 AM,168630.7901,168669.136,168739.6582,168779.1819,168856.0184
11/16/19 2:50 AM,194149.5321,194165.4937,194258.1355,194339.9494,194356.695
11/16/19 3:00 AM,194149.5321,194187.0252,194241.9526,194271.6195,194364.0266
11/16/19 3:10 AM,194149.5321,194152.3278,194251.8208,194326.5015,194327.9592
11/16/19 3:20 AM,194149.5321,194238.1652,194318.126,194346.0293,194422.5847
11/16/19 3:30 AM,194149.5321,194162.832,194227.3955,194323.7224,194372.555
11/16/19 3:40 AM,194149.5321,194237.2222,194252.7271,194342.1329,194417.9237
11/16/19 3:50 AM,194149.5321,194211.3217,194283.6929,194286.6023,194311.269
11/16/19 4:00 AM,194149.5321,194150.946,194239.2976,194250.3487,194295.8255
11/16/19 4:10 AM,194149.5321,194165.3436,194184.0717,194270.5451,194315.9858
11/16/19 4:20 AM,194149.5321,194245.9412,194260.9278,194262.9376,194279.43
11/16/19 4:30 AM,194149.5321,194194.9589,194272.8458,194346.6674,194351.7205
11/16/19 4:40 AM,194149.5321,194222.8696,194230.9424,194312.3874,194318.6121
11/16/19 4:50 AM,194149.5321,194195.3871,194227.8261,194280.3522,194331.8039
11/16/19 5:00 AM,194149.5321,194152.792,194212.953,194255.5003,194316.6452
